STATION,NAME,DATE,TAVG,TMAX,TMIN
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",9/18/2020,39,60,20
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",9/19/2020,56,75,47
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",9/20/2020,59,72,48
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",9/21/2020,66,77,56
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",9/22/2020,62,79,38
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",9/23/2020,58,69,43
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",9/24/2020,58,69,50
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",9/25/2020,58,66,52
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",9/26/2020,60,73,52
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",9/27/2020,55,60,48
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",9/28/2020,49,52,44
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",9/29/2020,52,64,36
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",9/30/2020,47,57,42
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",10/1/2020,42,44,36
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",10/2/2020,37,40,33
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",10/3/2020,38,48,31
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",10/4/2020,40,55,26
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",10/5/2020,51,63,37
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",10/6/2020,48,64,36
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",10/7/2020,48,57,44
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",10/8/2020,46,54,43
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",10/9/2020,56,54,44
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",10/10/2020,47,53,36
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",10/11/2020,49,64,37
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",10/12/2020,53,57,32
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",10/13/2020,44,55,33
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",10/14/2020,38,41,32
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",10/15/2020,35,41,28
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",10/16/2020,29,34,18
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",10/17/2020,26,36,19
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",10/18/2020,26,33,19
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",10/19/2020,29,35,13
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",10/20/2020,22,33,10
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",10/21/2020,31,33,24
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",10/22/2020,29,36,23
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",10/23/2020,32,35,24
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",10/24/2020,26,32,22
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",10/25/2020,25,31,22
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",10/26/2020,24,32,14
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",10/27/2020,21,31,13
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",10/28/2020,32,35,26
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",10/29/2020,22,27,10
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",10/30/2020,24,38,18
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",10/31/2020,36,43,23
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",11/1/2020,26,32,21
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",11/2/2020,35,51,29
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",11/3/2020,45,70,31
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",11/4/2020,45,74,28
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",11/5/2020,46,54,28
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",11/6/2020,53,63,36
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",11/7/2020,42,53,37
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",11/8/2020,57,71,53
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",11/9/2020,46,64,20
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",11/10/2020,22,27,17
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",11/11/2020,25,34,17
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",11/12/2020,27,31,17
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",11/13/2020,19,35,5
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",11/14/2020,31,40,25
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",11/15/2020,30,33,21
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",11/16/2020,21,27,13
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",11/17/2020,18,26,10
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",11/18/2020,26,41,17
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",11/19/2020,36,39,28
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",11/20/2020,26,29,18
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",11/21/2020,22,31,17
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",11/22/2020,31,35,18
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",11/23/2020,19,23,13
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",11/24/2020,24,33,15
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",11/25/2020,30,33,26
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",11/26/2020,30,31,24
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",11/27/2020,27,33,23
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",11/28/2020,30,41,20
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",11/29/2020,26,31,18
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",11/30/2020,18,25,8
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",12/1/2020,19,39,8
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",12/2/2020,24,31,16
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",12/3/2020,28,39,21
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",12/4/2020,24,29,10
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",12/5/2020,19,31,11
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",12/6/2020,26,29,26
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",12/7/2020,28,29,26
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",12/8/2020,30,37,25
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",12/9/2020,32,43,22
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",12/10/2020,33,36,28
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",12/11/2020,27,28,21
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",12/12/2020,21,22,18
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",12/13/2020,18,23,9
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",12/14/2020,4,9,-5
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",12/15/2020,3,15,-1
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",12/16/2020,19,28,16
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",12/17/2020,23,30,15
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",12/18/2020,27,30,4
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",12/19/2020,7,20,-9
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",12/20/2020,22,31,17
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",12/21/2020,21,24,17
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",12/22/2020,20,30,16
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",12/23/2020,21,31,-4
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",12/24/2020,-6,-1,-20
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",12/25/2020,-2,22,-19
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",12/26/2020,20,24,13
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",12/27/2020,14,18,11
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",12/28/2020,5,14,-19
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",12/29/2020,-1,19,-16
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",12/30/2020,17,22,1
USW00014918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",12/31/2020,11,21,-1
